age,income,experience_years,credit_history_years,existing_loans,loan_amount,region,employment_type,default
61,50600,35,12,1,257000,Регион,Наёмный труд,0
39,27500,12,9,0,101000,Регион,ИП,0
25,86400,1,3,2,288000,Санкт-Петербург,Наёмный труд,0
31,56800,8,7,0,235000,Регион,Наёмный труд,0
21,101700,0,12,0,135000,Регион,Наёмный труд,0
26,27800,0,0,0,254000,Москва,Наёмный труд,0
35,45200,14,6,0,237000,Регион,Наёмный труд,0
22,53900,0,11,0,200000,Санкт-Петербург,Наёмный труд,0
64,50400,42,5,2,32000,Регион,Самозанятый,0
22,66200,0,12,0,86000,Санкт-Петербург,Наёмный труд,1
46,44900,21,11,1,65000,Регион,Наёмный труд,0
62,127400,40,0,4,199000,Регион,Наёмный труд,0
59,49900,38,14,0,82000,Москва,Наёмный труд,0
57,13400,33,3,0,282000,Регион,Наёмный труд,1
52,50900,29,11,0,105000,Москва,ИП,0
47,86500,21,14,0,97000,Регион,Самозанятый,0
20,32400,0,13,1,79000,Регион,Наёмный труд,0
27,31400,5,4,1,88000,Регион,Наёмный труд,0
56,33600,34,10,2,116000,Москва,Самозанятый,0
51,30200,31,7,2,95000,Москва,Наёмный труд,1
62,39500,36,14,1,75000,Регион,Наёмный труд,0
56,73800,30,3,2,77000,Москва,Наёмный труд,0
23,97400,3,2,1,294000,Регион,Без работы,0
49,16500,23,1,3,327000,Регион,Наёмный труд,1
25,41300,4,3,0,74000,Регион,Без работы,0
38,56200,12,10,1,164000,Москва,Наёмный труд,0
51,53700,28,9,1,60000,Регион,Наёмный труд,0
28,115300,2,13,3,81000,Регион,ИП,0
31,19800,4,12,2,51000,Регион,Наёмный труд,0
30,15300,3,3,0,182000,Регион,Наёмный труд,1
35,124000,13,12,1,132000,Санкт-Петербург,Наёмный труд,0
20,68800,0,9,1,148000,Москва,Наёмный труд,1
64,37900,43,4,0,168000,Санкт-Петербург,Наёмный труд,0
40,53000,19,12,0,59000,Регион,ИП,0
49,54700,23,6,0,81000,Санкт-Петербург,ИП,0
32,37500,8,8,0,129000,Регион,Без работы,0
53,52300,29,1,2,80000,Регион,ИП,0
23,57500,0,4,1,103000,Регион,ИП,0
47,121400,23,10,1,61000,Москва,ИП,0
57,75600,31,9,0,219000,Регион,Самозанятый,1
50,107200,24,8,1,173000,Регион,Наёмный труд,0
46,26800,26,11,0,207000,Москва,Наёмный труд,0
24,41900,2,13,0,147000,Москва,ИП,0
44,54700,17,12,0,51000,Регион,Наёмный труд,0
22,20700,0,2,1,74000,Санкт-Петербург,Без работы,1
52,83400,26,0,3,65000,Москва,Наёмный труд,0
23,65400,3,1,0,85000,Москва,Наёмный труд,0
44,41600,19,13,1,186000,Москва,Самозанятый,0
39,45100,17,5,1,41000,Регион,Наёмный труд,0
53,86200,28,4,2,70000,Регион,Без работы,1
45,34300,25,0,1,78000,Регион,Без работы,0
24,87800,1,0,0,45000,Регион,ИП,0
54,43800,27,10,0,112000,Регион,Наёмный труд,0
47,68900,21,3,0,80000,Регион,Наёмный труд,0
48,51000,21,11,1,192000,Санкт-Петербург,Наёмный труд,0
28,133900,6,14,0,84000,Регион,Самозанятый,0
57,32900,36,3,1,130000,Москва,Наёмный труд,0
25,37900,3,14,1,106000,Регион,Наёмный труд,0
38,24900,16,5,0,22000,Москва,Наёмный труд,0
63,29900,41,5,2,42000,Москва,Наёмный труд,0
30,67600,7,9,0,124000,Москва,Самозанятый,0
21,100700,0,13,0,121000,Санкт-Петербург,Наёмный труд,0
63,71100,43,5,0,95000,Регион,Наёмный труд,0
63,48900,37,0,0,219000,Санкт-Петербург,ИП,0
28,32800,7,9,1,134000,Регион,Самозанятый,0
40,73400,20,8,1,253000,Регион,Самозанятый,0
43,32000,18,10,0,23000,Регион,Самозанятый,0
53,26700,28,6,0,279000,Москва,Наёмный труд,0
41,42700,16,6,1,69000,Регион,Наёмный труд,0
22,19600,2,10,1,100000,Москва,Без работы,0
31,26300,7,6,1,201000,Регион,Без работы,0
47,114500,24,1,0,28000,Регион,Наёмный труд,0
49,24200,25,1,0,85000,Регион,ИП,0
45,28700,19,5,0,181000,Москва,Без работы,0
40,50600,15,6,2,68000,Регион,Наёмный труд,0
47,51800,24,2,2,171000,Регион,Наёмный труд,0
45,44100,25,12,0,148000,Регион,ИП,0
52,19900,27,3,1,109000,Регион,Без работы,0
40,71800,20,13,1,141000,Санкт-Петербург,ИП,0
54,40200,31,11,3,215000,Санкт-Петербург,Самозанятый,0
53,84900,33,2,1,142000,Москва,Наёмный труд,0
60,36700,40,6,0,172000,Регион,Наёмный труд,0
37,76300,16,6,1,58000,Санкт-Петербург,Наёмный труд,0
30,87800,4,3,1,140000,Регион,Без работы,0
42,39700,18,12,1,132000,Регион,Наёмный труд,0
41,72900,14,6,0,194000,Регион,Наёмный труд,0
36,27000,12,4,1,49000,Регион,Без работы,0
24,55200,0,0,1,188000,Москва,Наёмный труд,0
63,85000,41,9,1,58000,Регион,Самозанятый,0
30,61900,9,3,0,402000,Регион,Наёмный труд,0
49,144800,22,6,1,58000,Регион,Наёмный труд,0
34,63500,9,12,0,49000,Санкт-Петербург,Наёмный труд,0
46,41600,21,14,0,83000,Москва,Без работы,0
54,176000,29,1,1,185000,Санкт-Петербург,Наёмный труд,0
52,102200,28,1,2,122000,Регион,Самозанятый,0
39,23800,13,0,1,270000,Москва,Наёмный труд,1
35,34400,11,1,1,82000,Регион,Наёмный труд,1
53,30700,26,9,0,74000,Регион,Наёмный труд,1
21,65500,0,13,1,64000,Регион,Самозанятый,0
54,63400,33,7,1,72000,Москва,Наёмный труд,0
59,63200,33,10,2,43000,Регион,Наёмный труд,0
47,23500,20,7,1,67000,Регион,Самозанятый,0
58,36800,38,7,1,48000,Санкт-Петербург,Наёмный труд,0
25,45800,1,14,2,152000,Регион,Наёмный труд,0
28,21600,3,0,2,240000,Москва,Наёмный труд,1
39,33100,19,0,1,113000,Регион,ИП,0
20,90300,0,11,2,66000,Санкт-Петербург,Наёмный труд,1
27,24400,4,9,2,154000,Регион,Самозанятый,1
42,94400,20,3,2,96000,Регион,Наёмный труд,0
22,80100,0,5,0,181000,Москва,Наёмный труд,0
23,43000,0,7,0,56000,Регион,Самозанятый,0
44,36600,17,12,2,58000,Регион,Наёмный труд,0
57,71300,36,1,0,153000,Регион,Без работы,0
34,34400,11,12,0,98000,Москва,Наёмный труд,0
40,35200,19,2,2,172000,Санкт-Петербург,Наёмный труд,1
54,48500,30,5,1,59000,Регион,Наёмный труд,0
33,18800,12,9,0,128000,Москва,Наёмный труд,0
55,25500,32,3,1,137000,Регион,Наёмный труд,1
31,42500,5,11,3,39000,Москва,Наёмный труд,0
36,60700,14,1,3,99000,Санкт-Петербург,Наёмный труд,0
58,34200,38,6,1,29000,Регион,Наёмный труд,0
28,44800,8,3,0,238000,Регион,Наёмный труд,0
54,23700,32,7,0,45000,Регион,Наёмный труд,0
32,74600,7,7,0,88000,Регион,Наёмный труд,0
34,54100,14,6,1,98000,Регион,Наёмный труд,0
37,56300,10,9,0,55000,Регион,Наёмный труд,0
52,61100,28,8,0,299000,Регион,ИП,0
25,50800,0,3,1,65000,Регион,ИП,1
46,39400,22,6,0,84000,Регион,Наёмный труд,0
42,81500,19,9,1,65000,Регион,Наёмный труд,0
46,52600,19,9,0,65000,Регион,Наёмный труд,0
53,45500,30,14,1,92000,Санкт-Петербург,Самозанятый,0
57,48800,32,11,1,151000,Москва,Наёмный труд,0
33,48400,8,0,0,109000,Москва,Наёмный труд,0
55,45300,28,3,2,63000,Москва,Наёмный труд,0
27,59900,0,1,0,98000,Санкт-Петербург,Без работы,0
54,32200,29,8,2,43000,Регион,ИП,0
38,33200,13,4,1,201000,Регион,Наёмный труд,0
49,63000,28,2,1,73000,Москва,Наёмный труд,0
33,45900,7,3,0,75000,Регион,Самозанятый,0
39,75900,14,5,0,31000,Регион,Наёмный труд,0
44,58900,17,9,1,73000,Регион,Наёмный труд,0
59,38200,33,0,0,271000,Санкт-Петербург,ИП,0
43,63500,18,6,0,142000,Регион,Наёмный труд,0
33,84000,10,7,0,192000,Санкт-Петербург,Наёмный труд,0
45,59900,21,6,1,106000,Москва,Наёмный труд,0
57,66100,31,6,1,20000,Санкт-Петербург,Без работы,0
42,45400,19,8,0,103000,Регион,Наёмный труд,0
41,76600,21,12,2,111000,Регион,Самозанятый,0
38,37700,11,3,0,169000,Москва,Наёмный труд,0
22,57100,1,13,3,97000,Москва,Без работы,1
61,155800,40,6,1,62000,Регион,Без работы,0
38,62500,14,8,1,93000,Регион,Наёмный труд,0
28,40600,3,14,2,80000,Санкт-Петербург,Наёмный труд,0
47,40500,24,4,1,135000,Регион,Наёмный труд,0
39,47500,19,1,1,93000,Регион,ИП,0
64,71900,41,14,0,54000,Москва,Наёмный труд,0
26,52300,0,4,0,139000,Регион,Самозанятый,0
33,36600,6,3,1,63000,Москва,Наёмный труд,0
28,36600,3,7,0,82000,Регион,Наёмный труд,1
38,52500,13,14,1,75000,Регион,ИП,0
33,50000,6,4,0,114000,Москва,Наёмный труд,0
57,60200,35,8,2,43000,Регион,Наёмный труд,1
55,74100,28,8,1,101000,Регион,Без работы,1
59,167300,36,2,1,189000,Москва,Наёмный труд,0
36,25400,12,12,0,105000,Москва,Без работы,0
49,66800,26,9,2,66000,Санкт-Петербург,ИП,0
28,51200,7,14,1,79000,Регион,ИП,0
52,21400,32,5,1,118000,Регион,Наёмный труд,0
44,86000,18,5,1,138000,Регион,Наёмный труд,0
33,59300,9,3,0,243000,Регион,Наёмный труд,0
30,70300,8,10,3,37000,Регион,Наёмный труд,0
54,22800,34,12,1,116000,Регион,Без работы,1
60,44400,40,9,1,110000,Регион,Наёмный труд,0
33,30200,7,2,0,95000,Регион,Наёмный труд,0
49,129800,28,0,2,122000,Регион,Наёмный труд,0
60,82000,39,11,1,86000,Москва,Наёмный труд,0
23,36100,2,6,1,54000,Санкт-Петербург,Наёмный труд,0
23,24600,0,14,1,112000,Москва,Наёмный труд,0
47,53500,24,14,1,146000,Регион,Самозанятый,1
27,80100,7,4,1,96000,Регион,Наёмный труд,0
21,22500,0,13,2,186000,Санкт-Петербург,Наёмный труд,1
60,32200,37,9,3,86000,Регион,Наёмный труд,0
41,29800,20,14,0,130000,Регион,Наёмный труд,0
60,72400,37,6,1,38000,Регион,Наёмный труд,0
35,41500,15,0,0,379000,Москва,Без работы,1
48,42300,28,7,1,86000,Регион,Наёмный труд,0
49,53000,24,2,2,74000,Санкт-Петербург,Наёмный труд,0
31,33000,9,6,1,84000,Москва,Без работы,0
54,25600,30,11,0,56000,Санкт-Петербург,Самозанятый,0
30,90800,7,2,1,49000,Регион,Наёмный труд,0
40,94700,16,13,2,101000,Москва,Наёмный труд,0
40,53100,16,2,1,106000,Регион,Самозанятый,0
24,54900,0,9,0,113000,Регион,Наёмный труд,1
39,86500,13,8,2,97000,Санкт-Петербург,Наёмный труд,0
56,52600,29,12,0,94000,Санкт-Петербург,Наёмный труд,0
22,40600,0,1,0,48000,Санкт-Петербург,Наёмный труд,0
63,49900,39,13,0,74000,Регион,Наёмный труд,0
52,91800,25,3,0,109000,Москва,Наёмный труд,0
28,50200,1,5,0,71000,Регион,Наёмный труд,0
28,36300,3,13,2,118000,Санкт-Петербург,Самозанятый,0
23,52400,3,2,0,91000,Регион,Наёмный труд,0
54,65900,28,11,3,91000,Москва,Наёмный труд,0
36,62400,13,9,0,112000,Регион,Наёмный труд,0
53,62900,28,13,1,132000,Регион,ИП,0
43,33800,21,9,1,151000,Регион,Наёмный труд,1
51,69300,24,6,0,324000,Москва,ИП,1
20,49700,0,6,1,166000,Регион,Наёмный труд,1
27,35600,0,14,0,41000,Москва,ИП,0
64,69100,38,4,1,52000,Регион,Самозанятый,0
42,40000,20,2,0,84000,Регион,Самозанятый,0
59,24100,39,1,0,62000,Регион,Наёмный труд,0
31,31200,11,14,0,125000,Регион,Наёмный труд,0
31,45200,10,14,0,133000,Санкт-Петербург,Наёмный труд,0
34,63600,10,3,2,74000,Москва,Наёмный труд,0
60,33200,39,13,0,202000,Регион,Наёмный труд,1
38,44000,12,14,1,236000,Регион,Наёмный труд,0
45,28400,23,12,0,33000,Санкт-Петербург,Без работы,0
48,76300,21,3,0,42000,Регион,Самозанятый,0
41,106200,18,10,1,191000,Москва,Наёмный труд,0
59,101100,38,7,1,166000,Регион,Наёмный труд,0
40,75700,20,7,0,133000,Санкт-Петербург,Самозанятый,0
57,72300,33,12,0,99000,Санкт-Петербург,Наёмный труд,0
39,19300,12,4,1,93000,Регион,Наёмный труд,1
48,53100,26,12,0,136000,Регион,Наёмный труд,0
23,39200,0,5,0,110000,Регион,Наёмный труд,0
26,72900,0,7,2,216000,Регион,Наёмный труд,1
47,15600,21,14,1,66000,Регион,Без работы,0
47,53500,27,0,0,100000,Москва,Наёмный труд,0
23,44500,0,4,0,168000,Санкт-Петербург,Наёмный труд,1
41,81100,15,3,1,109000,Санкт-Петербург,Наёмный труд,0
31,98400,8,3,3,148000,Регион,Самозанятый,0
64,32300,37,10,0,147000,Регион,Самозанятый,0
22,32900,0,1,3,77000,Регион,Наёмный труд,0
41,54400,14,9,0,54000,Регион,Самозанятый,0
63,107000,40,0,1,63000,Москва,Наёмный труд,0
21,50400,0,13,1,52000,Регион,Наёмный труд,0
43,27600,20,14,0,32000,Москва,ИП,0
53,37300,26,5,0,190000,Регион,Наёмный труд,0
46,53700,20,6,0,32000,Москва,Наёмный труд,0
60,54600,36,4,0,302000,Регион,ИП,1
20,35700,0,14,1,72000,Регион,Наёмный труд,0
27,37000,2,7,0,84000,Регион,Наёмный труд,1
42,31500,19,8,1,40000,Регион,Наёмный труд,0
57,81900,35,10,0,124000,Москва,Наёмный труд,0
25,33700,0,10,2,84000,Москва,Наёмный труд,1
41,39800,17,1,0,102000,Регион,Наёмный труд,0
44,39300,24,10,1,62000,Регион,Самозанятый,0
37,23800,11,12,3,132000,Санкт-Петербург,Без работы,1
36,33200,11,3,0,60000,Санкт-Петербург,Наёмный труд,0
31,85200,10,10,1,103000,Регион,Наёмный труд,0
25,28400,3,8,0,130000,Регион,ИП,0
45,31800,19,4,1,236000,Регион,Без работы,1
46,26900,21,2,0,160000,Регион,Наёмный труд,0
27,47100,3,5,1,104000,Регион,Самозанятый,0
38,114500,11,14,0,98000,Москва,Наёмный труд,0
61,46200,37,2,0,119000,Москва,Без работы,0
20,50500,0,13,1,156000,Регион,Наёмный труд,0
48,34300,27,4,1,63000,Регион,Без работы,0
64,47700,39,2,1,170000,Москва,Наёмный труд,0
54,85200,27,5,1,56000,Регион,Без работы,1
59,52300,34,11,1,130000,Санкт-Петербург,Наёмный труд,0
33,127900,10,9,0,137000,Регион,Наёмный труд,0
54,86400,34,4,1,66000,Москва,Самозанятый,0
64,47200,40,13,0,39000,Регион,ИП,0
39,46700,14,8,0,84000,Регион,Наёмный труд,0
32,102100,7,2,1,20000,Москва,Наёмный труд,0
57,52100,31,5,0,89000,Регион,Самозанятый,0
27,92400,1,7,0,47000,Санкт-Петербург,Без работы,0
62,120700,37,6,1,639000,Регион,Наёмный труд,0
39,44700,18,5,0,186000,Регион,Наёмный труд,0
52,57400,32,13,0,103000,Регион,Самозанятый,0
45,76200,20,14,0,220000,Регион,ИП,0
58,69200,36,1,3,151000,Регион,Самозанятый,0
40,69000,16,14,1,49000,Регион,Самозанятый,0
61,26900,38,6,1,68000,Москва,ИП,0
62,33500,36,7,1,183000,Санкт-Петербург,ИП,0
60,39200,38,0,0,55000,Регион,Без работы,0
28,84700,4,14,3,125000,Регион,Самозанятый,0
43,28100,16,8,1,148000,Регион,Самозанятый,1
56,97300,30,3,2,84000,Москва,Наёмный труд,0
60,69600,39,7,0,108000,Регион,Наёмный труд,0
36,82400,10,14,2,163000,Регион,Наёмный труд,0
43,32300,23,9,0,158000,Регион,ИП,0
40,50600,20,6,0,129000,Москва,Наёмный труд,0
58,56100,34,13,1,98000,Москва,Наёмный труд,0
60,55000,38,12,0,140000,Москва,Наёмный труд,0
58,56000,35,9,0,29000,Регион,Самозанятый,0
32,43300,11,6,1,239000,Регион,Самозанятый,1
30,52100,6,1,0,91000,Москва,Без работы,1
38,78000,11,0,2,64000,Регион,Наёмный труд,1
30,29000,9,3,1,141000,Регион,Наёмный труд,1
32,98300,12,11,0,139000,Санкт-Петербург,Наёмный труд,0
64,76300,39,1,0,55000,Регион,Наёмный труд,0
20,31800,0,7,1,103000,Регион,ИП,0
59,58300,36,9,0,101000,Регион,Наёмный труд,0
63,73500,42,6,1,97000,Регион,Наёмный труд,0
38,28100,14,7,1,262000,Регион,Наёмный труд,0
31,50000,8,10,1,98000,Санкт-Петербург,Наёмный труд,0
27,47300,1,5,1,91000,Москва,Наёмный труд,0
27,36700,1,0,1,66000,Москва,Наёмный труд,0
64,51100,37,13,2,60000,Санкт-Петербург,Наёмный труд,0
31,37400,9,12,0,125000,Москва,Наёмный труд,0
52,91000,27,12,1,74000,Санкт-Петербург,Наёмный труд,0
64,37000,40,11,2,88000,Регион,Наёмный труд,0
45,70000,24,8,0,111000,Регион,Без работы,0
58,23300,35,5,0,103000,Москва,Наёмный труд,0
47,45600,23,11,1,107000,Санкт-Петербург,Наёмный труд,0
24,49300,1,12,1,107000,Регион,Без работы,1
27,44900,4,9,0,144000,Санкт-Петербург,Наёмный труд,0
44,41000,21,0,0,481000,Регион,Наёмный труд,1
46,36300,25,0,1,206000,Регион,Наёмный труд,0
42,68800,18,7,0,79000,Москва,Наёмный труд,0
49,76900,29,5,0,205000,Санкт-Петербург,Наёмный труд,0
64,47200,44,7,2,52000,Москва,Наёмный труд,0
42,29900,21,7,0,70000,Москва,Самозанятый,0
39,109900,13,14,0,151000,Регион,Наёмный труд,0
37,33000,16,10,1,148000,Санкт-Петербург,Без работы,0
37,25400,12,13,1,142000,Регион,Без работы,1
21,19800,0,7,2,69000,Регион,Без работы,1
23,51300,0,9,0,70000,Москва,Самозанятый,0
49,44500,25,14,1,107000,Москва,Наёмный труд,0
52,78000,30,6,0,85000,Регион,ИП,0
55,64500,33,6,0,168000,Регион,Наёмный труд,1
37,55900,10,9,2,84000,Санкт-Петербург,Самозанятый,0
56,43400,36,3,1,82000,Санкт-Петербург,Наёмный труд,0
38,80800,16,8,2,37000,Регион,Наёмный труд,0
47,113600,25,11,2,167000,Санкт-Петербург,Без работы,0
59,77200,39,1,1,120000,Москва,Наёмный труд,0
39,39800,14,10,1,25000,Санкт-Петербург,Наёмный труд,0
52,69700,26,8,0,129000,Санкт-Петербург,Наёмный труд,0
31,40900,11,9,0,78000,Москва,ИП,0
34,29800,8,2,0,157000,Регион,Наёмный труд,0
60,32700,33,13,1,93000,Регион,ИП,0
58,41700,36,12,0,61000,Регион,Самозанятый,0
21,51400,0,14,1,279000,Москва,Наёмный труд,0
48,123900,26,1,0,254000,Регион,Наёмный труд,0
60,33000,37,12,0,88000,Регион,ИП,0
29,88900,2,3,2,123000,Москва,Наёмный труд,0
21,42500,0,4,1,75000,Москва,Наёмный труд,0
30,19800,4,1,1,35000,Санкт-Петербург,Наёмный труд,0
32,39000,9,12,0,218000,Москва,Наёмный труд,0
29,83200,6,14,0,61000,Регион,Наёмный труд,0
33,57200,8,0,0,212000,Регион,Наёмный труд,0
37,58800,16,9,1,150000,Санкт-Петербург,Наёмный труд,0
28,89100,5,10,1,117000,Регион,Наёмный труд,0
58,30800,32,4,0,96000,Санкт-Петербург,Наёмный труд,0
47,30500,23,8,0,150000,Москва,Самозанятый,0
22,17700,0,14,0,56000,Москва,Самозанятый,0
39,72700,13,11,1,220000,Регион,Наёмный труд,1
25,63100,0,11,1,108000,Москва,Наёмный труд,0
46,67900,25,14,0,242000,Санкт-Петербург,Без работы,1
21,28800,0,4,1,92000,Москва,Наёмный труд,0
48,23800,25,11,0,108000,Москва,Без работы,1
57,27100,30,10,1,116000,Регион,Наёмный труд,0
22,32400,0,9,0,139000,Регион,Самозанятый,0
35,98600,9,8,1,293000,Регион,Наёмный труд,0
49,76900,29,13,1,76000,Регион,Наёмный труд,0
59,39900,37,12,1,91000,Регион,Без работы,1
21,56100,0,11,1,98000,Москва,Без работы,0
36,36100,15,9,0,25000,Москва,Наёмный труд,0
60,57800,39,5,1,71000,Регион,Без работы,1
31,29400,6,2,1,74000,Санкт-Петербург,Наёмный труд,0
54,68700,29,3,2,481000,Регион,ИП,0
62,33400,41,3,2,115000,Москва,Наёмный труд,0
20,70500,0,0,0,133000,Москва,Наёмный труд,0
64,40400,40,2,1,41000,Регион,Самозанятый,0
34,34400,14,2,1,95000,Регион,Наёмный труд,0
45,101300,24,12,0,173000,Санкт-Петербург,Наёмный труд,0
56,53100,33,13,2,447000,Москва,Наёмный труд,0
40,42400,15,0,3,65000,Регион,Наёмный труд,0
50,69000,29,12,0,33000,Санкт-Петербург,ИП,0
44,26800,20,8,2,62000,Москва,Наёмный труд,0
42,80700,21,10,0,62000,Санкт-Петербург,Самозанятый,0
43,46000,19,0,0,62000,Регион,Наёмный труд,0
57,64200,36,8,1,170000,Регион,Наёмный труд,0
47,24400,21,0,3,121000,Регион,Наёмный труд,1
40,41300,17,1,1,50000,Санкт-Петербург,Наёмный труд,0
62,49100,35,1,2,231000,Санкт-Петербург,Наёмный труд,0
37,77900,17,13,1,307000,Москва,Наёмный труд,0
55,66600,29,5,0,35000,Регион,Наёмный труд,0
54,41100,31,6,2,200000,Регион,Самозанятый,0
64,56600,40,10,2,89000,Москва,Наёмный труд,0
28,86300,3,0,2,56000,Регион,Самозанятый,0
57,44800,32,2,0,41000,Регион,Наёмный труд,0
49,42700,27,1,3,75000,Регион,Наёмный труд,1
63,20900,40,7,0,72000,Регион,Наёмный труд,0
53,43200,32,8,1,108000,Москва,Наёмный труд,0
51,22400,31,12,3,358000,Регион,Наёмный труд,1
22,46600,1,1,2,73000,Регион,Без работы,1
22,76500,1,1,0,42000,Москва,Наёмный труд,0
47,18900,24,9,0,81000,Регион,Наёмный труд,0
63,85400,36,14,0,184000,Регион,Наёмный труд,0
34,42300,14,8,4,85000,Москва,Наёмный труд,0
60,48400,38,13,0,146000,Регион,Наёмный труд,0
42,39100,16,3,1,109000,Регион,Самозанятый,1
59,22700,38,4,5,102000,Москва,Наёмный труд,0
30,34500,10,12,2,256000,Санкт-Петербург,Самозанятый,1
51,126000,29,10,0,55000,Регион,Наёмный труд,0
55,29900,29,8,1,53000,Москва,Наёмный труд,0
52,24000,31,5,1,57000,Регион,Наёмный труд,0
43,52200,23,9,2,121000,Москва,Наёмный труд,0
58,47200,32,11,0,102000,Москва,Наёмный труд,0
53,42400,30,8,0,151000,Москва,Наёмный труд,1
47,49300,20,8,0,94000,Регион,Наёмный труд,0
56,65500,31,6,0,88000,Регион,Самозанятый,0
26,37600,1,13,2,120000,Регион,Наёмный труд,0
23,53500,2,11,0,273000,Санкт-Петербург,ИП,0
56,77700,35,9,1,49000,Регион,Наёмный труд,0
20,31300,0,8,0,57000,Москва,Самозанятый,1
20,17200,0,4,1,101000,Санкт-Петербург,Наёмный труд,1
39,66300,14,4,0,334000,Москва,Наёмный труд,0
38,151200,17,11,0,52000,Москва,Без работы,1
48,48900,26,7,1,98000,Санкт-Петербург,Наёмный труд,0
29,53700,8,9,0,58000,Москва,Наёмный труд,0
37,42900,12,3,0,125000,Санкт-Петербург,Наёмный труд,0
47,100200,23,8,1,29000,Регион,Наёмный труд,0
54,47300,27,6,0,53000,Москва,Без работы,0
62,45100,37,6,0,213000,Регион,Самозанятый,0
50,73900,28,12,0,99000,Регион,Самозанятый,0
46,39400,26,14,1,63000,Санкт-Петербург,Без работы,0
30,27500,8,2,0,96000,Регион,Наёмный труд,0
57,72900,33,3,1,95000,Регион,Наёмный труд,0
24,37600,0,6,0,138000,Москва,ИП,0
27,31600,6,10,0,28000,Регион,Наёмный труд,0
53,126100,32,10,5,53000,Регион,Наёмный труд,0
31,45200,6,13,1,56000,Регион,Наёмный труд,0
57,61200,34,4,0,144000,Регион,Без работы,0
20,49700,0,11,2,98000,Москва,Наёмный труд,0
50,32900,28,2,1,234000,Москва,Самозанятый,0
23,66900,0,0,0,162000,Москва,Наёмный труд,0
64,56500,41,6,0,80000,Регион,Наёмный труд,0
24,36400,0,5,1,96000,Регион,Самозанятый,0
49,59600,22,9,3,215000,Регион,Без работы,0
43,38900,16,14,1,233000,Москва,Наёмный труд,0
22,29800,0,6,0,93000,Москва,Наёмный труд,0
30,28500,9,14,1,55000,Регион,Наёмный труд,0
64,55400,43,13,0,28000,Регион,Самозанятый,0
23,41300,0,1,0,28000,Москва,Наёмный труд,0
45,96400,20,12,1,131000,Москва,Наёмный труд,0
46,48100,19,11,1,129000,Санкт-Петербург,ИП,0
62,34400,41,3,2,66000,Москва,Наёмный труд,1
46,52600,26,1,0,216000,Регион,Наёмный труд,0
61,27400,36,7,0,87000,Регион,Самозанятый,1
25,47200,1,6,0,69000,Регион,Без работы,0
34,56600,8,0,1,199000,Регион,Без работы,0
49,53500,24,1,0,184000,Санкт-Петербург,Наёмный труд,0
61,88100,36,1,2,96000,Москва,Без работы,0
56,157800,35,3,2,135000,Регион,ИП,0
56,66300,32,2,0,145000,Регион,Наёмный труд,1
61,83300,36,0,2,364000,Санкт-Петербург,Наёмный труд,0
56,154000,35,11,0,91000,Санкт-Петербург,Наёмный труд,0
54,31200,27,13,2,49000,Москва,ИП,0
42,52000,20,1,0,144000,Москва,ИП,0
25,39500,1,10,2,102000,Регион,Самозанятый,0
23,71600,0,8,0,106000,Регион,Наёмный труд,0
37,55400,17,12,1,97000,Регион,Наёмный труд,0
28,33900,5,0,1,38000,Регион,Наёмный труд,1
48,49300,22,8,0,115000,Регион,Без работы,1
32,78500,5,6,0,80000,Санкт-Петербург,ИП,0
36,27300,12,1,0,82000,Москва,Наёмный труд,0
64,34200,39,1,0,78000,Регион,Наёмный труд,0
51,32000,30,4,0,96000,Регион,ИП,0
41,56800,15,12,1,115000,Москва,Наёмный труд,0
23,85700,0,4,1,97000,Регион,ИП,0
24,19800,4,3,1,197000,Регион,Наёмный труд,1
56,51100,32,11,0,155000,Регион,ИП,1
60,32300,34,9,1,94000,Регион,Наёмный труд,0
32,77100,11,9,2,53000,Регион,Наёмный труд,0
53,44100,30,12,0,140000,Регион,Без работы,0
64,52000,42,11,4,82000,Москва,Наёмный труд,0
41,49000,18,2,0,89000,Регион,Наёмный труд,0
42,81300,21,3,1,45000,Регион,Без работы,0
22,123200,0,9,1,127000,Регион,Наёмный труд,0
61,29400,40,3,0,468000,Регион,ИП,0
53,31900,26,1,0,73000,Регион,Наёмный труд,0
51,56700,31,4,0,143000,Москва,Наёмный труд,0
64,33900,40,14,1,208000,Москва,Наёмный труд,1
40,74600,13,4,0,72000,Регион,Наёмный труд,0
63,80200,39,4,1,23000,Регион,Самозанятый,0
40,38300,17,10,0,150000,Регион,Самозанятый,0
63,34800,37,14,1,104000,Регион,Наёмный труд,0
30,43300,8,10,3,119000,Регион,Наёмный труд,0
58,51400,36,9,1,102000,Регион,Самозанятый,0
23,56500,3,0,2,198000,Москва,Наёмный труд,1
20,17800,0,5,0,93000,Регион,Наёмный труд,0
47,31700,27,10,1,363000,Москва,Наёмный труд,1
43,40900,19,1,0,150000,Москва,Наёмный труд,0
54,34200,29,6,0,181000,Санкт-Петербург,Наёмный труд,0
32,13500,7,3,1,99000,Санкт-Петербург,Наёмный труд,0
53,21000,28,14,0,119000,Санкт-Петербург,Наёмный труд,1
30,27200,9,4,0,36000,Москва,Самозанятый,0
55,46500,35,4,0,70000,Санкт-Петербург,Наёмный труд,0
36,40300,9,4,1,188000,Москва,Наёмный труд,0
54,36900,28,1,0,95000,Регион,Наёмный труд,0
37,70200,14,4,0,50000,Регион,ИП,1
